metadata_retention_ratio,retained_source_items,retained_target_items,best_epoch,val_rmse,val_mae,val_ndcg10,test_rmse,test_mae,test_ndcg10,final_gamma,final_beta_user,final_beta_item
1.0,19196,15822,21,1.0744574819063337,0.6361268758773804,0.03189820625109343,1.0604830278318158,0.6326870918273926,0.02724654257235421,0.18989278376102448,0.17672663927078247,0.12968242168426514
0.5,9598,7911,19,1.0790511313689364,0.6485872268676758,0.031674002436617416,1.0654914481411908,0.6436294317245483,0.029355675379113468,0.17787273228168488,0.21616537868976593,0.09924223273992538
0.25,4799,3956,19,1.0875873245607577,0.6555192470550537,0.03073297767373547,1.0643565282826006,0.6462604999542236,0.03007662775448868,0.1271248757839203,0.23065254092216492,0.09862126410007477
0.0,0,0,13,1.0795589254533542,0.6492823362350464,0.029698608364102673,1.0666310838387025,0.6465159058570862,0.03044133999106206,0.10000000149011612,0.11055479943752289,0.11078651994466782
